Element,Relevance,cycle,Pathway,pathway name,gene,key_gene,gene_name,energyRole,biogeoSubstrate,Metal,KO
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane","ACSS1_2, acs",,acetyl-CoA synthetase [EC:6.2.1.1],,,,K01895
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",mtaB,,methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90],,,,K04480
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",pta,,phosphate acetyltransferase [EC:2.3.1.8],,,,K13788
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hmd,,"5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]",,,,K13942
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",mtaA,,[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246],,,,K14080
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",mtaC,,methanol corrinoid protein,,,,K14081
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, dimethylamine -> methane",mtbA,,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247],,,,K14082
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methylamine -> methane",mtbA,,[methyl-Co(III) methylamine-specific corrinoid,,,,K14082
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, trimethylamine -> methane",mtbA,,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247],,,,K14082
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, trimethylamine -> methane",mttB,,trimethylamine methyltransferase (non-essential),,,,K14083
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, trimethylamine -> methane",mttC,,trimethylamine corrinoid protein,,,,K14084
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methylamine -> methane",mtmB,,methylamine-corrinoid protein Co-methyltransferase (non-essential),,,,K16176
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methylamine -> methane",mtmC,,monomethylamine corrinoid protein,,,,K16177
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, dimethylamine -> methane",mtbB,,dimethylamine corrinoid protein Co-methyltransferase (non-essential),,,,K16178
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, dimethylamine -> methane",mtbC,,dimethylamine corrinoid protein,,,,K16179
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",pmoA-amoA,,methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39],A,Ammonia/Methane,,K10944
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",pmoB-amoB,,methane/ammonia monooxygenase subunit B,A,Ammonia/Methane,,K10945
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",pmoC-amoC,,methane/ammonia monooxygenase subunit C,A,Ammonia/Methane,,K10946
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",mmoX,,methane monooxygenase component A alpha chain [EC:1.14.13.25],A,Methane,,K16157
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",mmoY,,methane monooxygenase component A beta chain [EC:1.14.13.25],A,Methane,,K16158
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",mmoZ,,methane monooxygenase component A gamma chain [EC:1.14.13.25],A,Methane,,K16159
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",mmoB,,methane monooxygenase regulatory protein B,A,Methane,,K16160
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",mmoC,,methane monooxygenase component C [EC:1.14.13.25],A,Methane,,K16161
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methane -> methanol",mmoD,,methane monooxygenase component D,A,Methane,,K16162
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methanol -> Formaldehyde","mdh1, mxaF",,methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7],A,Methanol,,K14028
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methanol -> Formaldehyde","mdh2, mxaI",,methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7],A,Methanol,,K14029
Carbon,Biogeochemistry,Methane,MethOx,"Methane oxidation, methanol -> Formaldehyde",xoxF,,lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10],A,Methanol,,K23995
Carbon,Biogeochemistry,OM degradation,OMdeg,,pemB,,pectinesterase,,,,K01051
Carbon,Biogeochemistry,OM degradation,OMdeg,,amyS,,alpha-amylase K01176,,,,K01176
Carbon,Biogeochemistry,OM degradation,OMdeg,,gaI,,glucoamylase K01178,,,,K01178
Carbon,Biogeochemistry,OM degradation,OMdeg,,chiA,,chitinase K01183,,,,K01183
Carbon,Biogeochemistry,OM degradation,OMdeg,,plaa2,,exopolygalacturonase K01184,,,,K01184
Carbon,Biogeochemistry,OM degradation,OMdeg,,spuA,,pullulanase K01200,,,,K01200
Carbon,Biogeochemistry,OM degradation,OMdeg,,nagZ,,beta-N-acetylhexosaminidase K01207,,,,K01207
Carbon,Biogeochemistry,OM degradation,OMdeg,,pehX,,exo-poly-alpha-galacturonosidase K01213,,,,K01213
Carbon,Biogeochemistry,OM degradation,OMdeg,,celB,,cellulase K01225,,,,K01225
Carbon,Biogeochemistry,OM degradation,OMdeg,,ogl,,oligogalacturonide lyase K01730,,,,K01730
Carbon,Biogeochemistry,OM degradation,OMdeg,,udh,,D-galacturonate isomerase K01812,,,,K01812
Carbon,Biogeochemistry,OM degradation,OMdeg,,dac,,diacetylchitobiose deacetylase K03478 OR K18454,,,,K03478
Carbon,Biogeochemistry,OM degradation,OMdeg,,gtb1,,beta-glucosidase K05349,,,,K05349
Carbon,Biogeochemistry,OM degradation,OMdeg,,gtb1,,beta-glucosidase K05350,,,,K05350
Carbon,Biogeochemistry,OM degradation,OMdeg,,udh,,D-galacturonate epimerase K08679,,,,K08679
Carbon,Biogeochemistry,OM degradation,OMdeg,,chiA,,bifunctional chitinase/lysozyme,,,,K13381
Carbon,Biogeochemistry,OM degradation,OMdeg,,celB,,cellulase ,,,,K19668
Carbon,Biogeochemistry,OM degradation,OMdeg,,chit42,,basic endochitinase B ,,,,K20547
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,mdh,,malate dehydrogenase [EC:1.1.1.37],,,,K00024
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"IDH1, IDH2, icd",,isocitrate dehydrogenase [EC:1.1.1.42],,,,K00031
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,porA,,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],,,,K00169
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,porB,,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],,,,K00170
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,porD,,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],,,,K00171
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,porG,,pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1],,,,K00172
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"korA, oorA, oforA",,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11],,,,K00174
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"korB, oorB, oforB",,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11],,,,K00175
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"korD, oorD",,2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3],,,,K00176
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"korC, oorC",,2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3],,,,K00177
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"sdhA, frdA",,"succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",,,,K00239
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"sdhB, frdB",,"succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",,,,K00240
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"sdhC, frdC",,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit",,,,K00241
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"sdhD, frdD",,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit",,,,K00242
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdA,,fumarate reductase flavoprotein subunit [EC:1.3.5.4],,,,K00244
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdB,,fumarate reductase iron-sulfur subunit [EC:1.3.5.4],,,,K00245
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdC,,fumarate reductase subunit C,,,,K00246
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdD,,fumarate reductase subunit D,,,,K00247
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,ppdK,,"pyruvate, orthophosphate dikinase [EC:2.7.9.1]",,,,K01006
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"pps, ppsA",,"pyruvate, water dikinase [EC:2.7.9.2]",,,,K01007
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,ppc,,phosphoenolpyruvate carboxylase [EC:4.1.1.31],,,,K01595
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"fumA, fumB",,"fumarate hydratase, class I [EC:4.2.1.2]",,,,K01676
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,fumA,,fumarate hydratase subunit alpha [EC:4.2.1.2],,,,K01677
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,fumB,,fumarate hydratase subunit beta [EC:4.2.1.2],,,,K01678
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"fumC, FH",,"fumarate hydratase, class II [EC:4.2.1.2]",,,,K01679
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"ACO, acnA",,aconitate hydratase [EC:4.2.1.3],,,,K01681
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,acnB,,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],,,,K01682
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,sucD,,succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],,,,K01902
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,sucC,,succinyl-CoA synthetase beta subunit [EC:6.2.1.5],,,,K01903
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"PC, pyc",yes,pyruvate carboxylase [EC:6.4.1.1],,,,K01958
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,pycA,yes,pyruvate carboxylase subunit A [EC:6.4.1.1],,,,K01959
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,pycB,yes,pyruvate carboxylase subunit B [EC:6.4.1.1],,,,K01960
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,"por, nifJ",,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],,,,K03737
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,aclA,yes,ATP-citrate lyase alpha-subunit [EC:2.3.3.8],,,,K15230
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,aclB,yes,ATP-citrate lyase beta-subunit [EC:2.3.3.8],,,,K15231
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,ccsA,yes,citryl-CoA synthetase large subunit [EC:6.2.1.18],,,,K15232
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,ccsB,yes,citryl-CoA synthetase small subunit,,,,K15233
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,ccl,yes,citryl-CoA lyase [EC:4.1.3.34],,,,K15234
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdA,,NADH-dependent fumarate reductase subunit A [EC:1.3.1.6],,,,K18556
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdB,,NADH-dependent fumarate reductase subunit B [EC:1.3.1.6],,,,K18557
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdC,,NADH-dependent fumarate reductase subunit C,,,,K18558
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdD,,NADH-dependent fumarate reductase subunit D,,,,K18559
Carbon,Biogeochemistry,Carbon fixation,rTCA,Reductive citrate cycle,frdE,,NADH-dependent fumarate reductase subunit E,,,,K18560
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,mdh,,malate dehydrogenase [EC:1.1.1.37],D,Organic carbon,,K00024
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,MDH1,,malate dehydrogenase [EC:1.1.1.37],D,Organic carbon,,K00025
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,MDH2,,malate dehydrogenase [EC:1.1.1.37],D,Organic carbon,,K00026
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,IDH3,,isocitrate dehydrogenase (NAD+) [EC:1.1.1.41],D,Organic carbon,,K00030
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"IDH1, IDH2, icd",,isocitrate dehydrogenase [EC:1.1.1.42],D,Organic carbon,,K00031
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,mqo,,malate dehydrogenase (quinone) [EC:1.1.5.4],D,Organic carbon,,K00116
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"OGDH, sucA",,2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],D,Organic carbon,,K00164
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"korA, oorA, oforA",,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11],,,,K00174
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"korB, oorB, oforB",,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11],,,,K00175
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"korD, oorD",,2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3],,,,K00176
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"korC, oorC",,2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3],,,,K00177
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"SDHA, SDH1",,succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1],D,Organic carbon,,K00234
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"SDHB, SDH2",,succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1],D,Organic carbon,,K00235
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"SDHC, SDH3",,succinate dehydrogenase (ubiquinone) cytochrome b560 subunit,D,Organic carbon,,K00236
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"SDHD, SDH4",,succinate dehydrogenase (ubiquinone) membrane anchor subunit,D,Organic carbon,,K00237
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"sdhA, frdA",,"succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",D,Organic carbon,,K00239
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"sdhB, frdB",,"succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",D,Organic carbon,,K00240
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"sdhC, frdC",,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit",D,Organic carbon,,K00241
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"sdhD, frdD",,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit",D,Organic carbon,,K00242
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,frdA,,fumarate reductase flavoprotein subunit [EC:1.3.5.4],D,Organic carbon,,K00244
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,frdB,,fumarate reductase iron-sulfur subunit [EC:1.3.5.4],D,Organic carbon,,K00245
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,frdC,,fumarate reductase subunit C,D,Organic carbon,,K00246
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,frdD,,fumarate reductase subunit D,D,Organic carbon,,K00247
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"DLD, lpd, pdhD",,dihydrolipoamide dehydrogenase [EC:1.8.1.4],,,,K00382
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"DLST, sucB",,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],D,Organic carbon,,K00658
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"CS, gltA",,citrate synthase [EC:2.3.3.1],,,,K01647
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"fumA, fumB",,"fumarate hydratase, class I [EC:4.2.1.2]",D,Organic carbon,,K01676
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,fumA,,fumarate hydratase subunit alpha [EC:4.2.1.2],D,Organic carbon,,K01677
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,fumB,,fumarate hydratase subunit beta [EC:4.2.1.2],D,Organic carbon,,K01678
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"fumC, FH",,"fumarate hydratase, class II [EC:4.2.1.2]",D,Organic carbon,,K01679
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"ACO, acnA",,aconitate hydratase [EC:4.2.1.3],,,,K01681
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,acnB,,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],,,,K01682
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,LSC1,,succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5],,,,K01899
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,LSC2,,succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5],,,,K01900
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,sucD,,succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],,,,K01902
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,sucC,,succinyl-CoA synthetase beta subunit [EC:6.2.1.5],,,,K01903
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,citS,,citrate (Re)-synthase [EC:2.3.3.3],,,,K05942
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"aarC, cat1",,succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],,,,K18118
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"sdhD, frdD",,"succinate dehydrogenase / fumarate reductase, subunit D",,,,K18859
Carbon,Biogeochemistry,Heterotrophy,TCA,TCA cycle,"sdhD, frdD",,"putative succinate dehydrogenase / fumarate reductase, subunit D",,,,K18860
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,"cdhD, acsD",,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]",A,CO2,,K00194
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,"cdhE, acsC",,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]",A,CO2,,K00197
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,"cooS, acsA",yes,anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4],A,CO2,,K00198
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,fdhA,,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],D,Hydrogen/CO2,,K05299
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,fdhB,,formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10],D,Hydrogen/CO2,,K15022
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,"metF, MTHFR",,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20],,,,K00297
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,folD,,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],,,,K01491
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,fhs,,formate--tetrahydrofolate ligase [EC:6.3.4.3],,,,K01938
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,acsB,,acetyl-CoA synthase [EC:2.3.1.169],,,,K14138
Carbon,Biogeochemistry,Carbon fixation,WL,Wood-Ljungdahl pathway,acsE,,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258],,,,K15023
Chlorite,Biogeochemistry,Chlorite,ClRed,Chlorite reduction,cld,,chlorite dismutase [EC:1.13.11.49],A,Chlorite,,K09162
Chlorite,Biogeochemistry,Chlorite,pClRed,Perchlorate reduction,pcrA,,"DMSO reductase family type II enzyme, molybdopterin subunit / Perchlorate reductase subunit alpha (EC:1.97.1.-)",A,Perchlorate,,K17050
Chlorite,Biogeochemistry,Chlorite,pClRed,Perchlorate reduction,pcrB,,"DMSO reductase family type II enzyme, iron-sulfur subunit / Perchlorate reductase subunit beta",A,Perchlorate,,K17051
Chlorite,Biogeochemistry,Chlorite,pClRed,Perchlorate reduction,"serC, clrC",,"serC, clrC; selenate/chlorate reductase subunit gamma [ec:1.97.1.9,1.97.1.1]",A,Perchlorate,,K17052
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,hoxHFUY,,NAD-reducing hydrogenase large subunit [EC:1.12.1.2],D,Hydrogen,,K00436
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,hydB,,[NiFe] hydrogenase large subunit [EC:1.12.2.1],D,Hydrogen,,K00437
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,frhA,,coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1],D,Hydrogen,,K00440
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,frhA,,coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1],D,Hydrogen,,K00441
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,frhA,,coenzyme F420 hydrogenase subunit delta,D,Hydrogen,,K00442
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,frhA,,coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1],D,Hydrogen,,K00443
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,hupSL,,ferrodoxin hydrogenase,D,Hydrogen,,K00533
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,hydB,,quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1],D,Hydrogen,,K05922
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,hydA,,quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1],D,Hydrogen,,K05927
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,,,2'-hydroxyisoflavone reductase [EC:1.3.1.45],,Hydrogen,,K06281
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,"hyaA, hybO",,hydrogenase small subunit [EC:1.12.99.6],D,Hydrogen,,K06282
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,echA,,ech hydrogenase subunit A,D,Hydrogen,,K14086
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,echB,,ech hydrogenase subunit B,D,Hydrogen,,K14087
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,echC,,ech hydrogenase subunit C,D,Hydrogen,,K14088
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,echD,,ech hydrogenase subunit D,D,Hydrogen,,K14089
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,echE,,ech hydrogenase subunit E,D,Hydrogen,,K14090
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,echF,,ech hydrogenase subunit F,D,Hydrogen,,K14091
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaA,,energy-converting hydrogenase A subunit A,D,Hydrogen,,K14092
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaB,,energy-converting hydrogenase A subunit B,D,Hydrogen,,K14093
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaC,,energy-converting hydrogenase A subunit C,D,Hydrogen,,K14094
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaD,,energy-converting hydrogenase A subunit D,D,Hydrogen,,K14095
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaE,,energy-converting hydrogenase A subunit E,D,Hydrogen,,K14096
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaF,,energy-converting hydrogenase A subunit F,D,Hydrogen,,K14097
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaG,,energy-converting hydrogenase A subunit G,D,Hydrogen,,K14098
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaH,,energy-converting hydrogenase A subunit H,D,Hydrogen,,K14099
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaI,,energy-converting hydrogenase A subunit I,D,Hydrogen,,K14100
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaJ,,energy-converting hydrogenase A subunit J,D,Hydrogen,,K14101
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaK,,energy-converting hydrogenase A subunit K,D,Hydrogen,,K14102
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaL,,energy-converting hydrogenase A subunit L,D,Hydrogen,,K14103
Hydrogen,Biogeochemistry,Hydrogen,HydOx,Hydrogen oxidation,ehaM,,energy-converting hydrogenase A subunit M,D,Hydrogen,,K14104
